"Codigo_qr";"Nombre de la variedad";"Fecha_siembra";"Sede";"Bloque";"Cama";"Lado";"Total sembrado";"Tipo";"Largo";"Ancho";"Productividad";"Metros cuadrados";"Sem_Siem";"Edad en semanas";
"|SKY1|B36_32B";"LEPIDIUM";"5/06/2024";"|SKY1|";"B36";"32";"B";"2.414,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"23";"2";
"|SKY1|B36_14B";"LEPIDIUM";"20/05/2024";"|SKY1|";"B36";"14";"B";"2.533,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"21";"4";
"|SKY1|B36_34B";"LEPIDIUM";"7/06/2024";"|SKY1|";"B36";"34";"B";"2.482,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"23";"2";
"|SKY1|B36_1B";"LEPIDIUM";"15/05/2024";"|SKY1|";"B36";"1";"B";"729,00";"LEPIDIUM";"9,00";"1,00";"0,8";"9";"20";"5";
"|SKY1|B36_31B";"LEPIDIUM";"5/06/2024";"|SKY1|";"B36";"31";"B";"2.516,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"23";"2";
"|SKY1|B36_14C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"14";"C";"1.777,00";"LEPIDIUM";"19,00";"1,00";"0,8";"19";"21";"4";
"|SKY1|B36_19C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"19";"C";"1.896,00";"LEPIDIUM";"22,00";"1,00";"0,8";"22";"21";"4";
"|SKY1|B36_18C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"18";"C";"1.810,00";"LEPIDIUM";"21,00";"1,00";"0,8";"21";"21";"4";
"|SKY1|B36_17C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"17";"C";"1.785,00";"LEPIDIUM";"21,00";"1,00";"0,8";"21";"21";"4";
"|SKY1|B36_16C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"16";"C";"1.702,00";"LEPIDIUM";"20,00";"1,00";"0,8";"20";"21";"4";
"|SKY1|B36_27C";"LEPIDIUM";"28/05/2024";"|SKY1|";"B36";"27";"C";"2.312,00";"LEPIDIUM";"28,00";"1,00";"0,8";"28";"22";"3";
"|SKY1|B36_28C";"LEPIDIUM";"28/05/2024";"|SKY1|";"B36";"28";"C";"2.414,00";"LEPIDIUM";"29,00";"1,00";"0,8";"29";"22";"3";
"|SKY1|B36_29C";"LEPIDIUM";"28/05/2024";"|SKY1|";"B36";"29";"C";"2.516,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"22";"3";
"|SKY1|B36_30C";"LEPIDIUM";"28/05/2024";"|SKY1|";"B36";"30";"C";"2.533,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"22";"3";
"|SKY1|B36_10C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"10";"C";"1.484,00";"LEPIDIUM";"18,00";"1,00";"0,8";"18";"21";"4";
"|SKY1|B36_11C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"11";"C";"1.508,00";"LEPIDIUM";"18,00";"1,00";"0,8";"18";"21";"4";
"|SKY1|B36_12C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"12";"C";"1.496,00";"LEPIDIUM";"18,00";"1,00";"0,8";"18";"21";"4";
"|SKY1|B36_21C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"21";"C";"2.006,00";"LEPIDIUM";"24,00";"1,00";"0,8";"24";"21";"4";
"|SKY1|B36_13C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"13";"C";"1.538,00";"LEPIDIUM";"18,00";"1,00";"0,8";"18";"21";"4";
"|SKY1|B36_32C";"LEPIDIUM";"28/05/2024";"|SKY1|";"B36";"32";"C";"2.686,00";"LEPIDIUM";"32,00";"1,00";"0,8";"32";"22";"3";
"|SKY1|B36_33C";"LEPIDIUM";"30/05/2024";"|SKY1|";"B36";"33";"C";"2.737,00";"LEPIDIUM";"33,00";"1,00";"0,8";"33";"22";"3";
"|SKY1|B36_9C";"LEPIDIUM";"16/05/2024";"|SKY1|";"B36";"9";"C";"1.462,00";"LEPIDIUM";"18,00";"1,00";"0,8";"18";"20";"5";
"|SKY1|B36_8C";"LEPIDIUM";"16/05/2024";"|SKY1|";"B36";"8";"C";"1.403,00";"LEPIDIUM";"17,00";"1,00";"0,8";"17";"20";"5";
"|SKY1|B36_7C";"LEPIDIUM";"16/05/2024";"|SKY1|";"B36";"7";"C";"1.394,00";"LEPIDIUM";"16,00";"1,00";"0,8";"16";"20";"5";
"|SKY1|B36_15C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"15";"C";"1.666,00";"LEPIDIUM";"19,00";"1,00";"0,8";"19";"21";"4";
"|SKY1|B36_5C";"LEPIDIUM";"16/05/2024";"|SKY1|";"B36";"5";"C";"1.241,00";"LEPIDIUM";"15,00";"1,00";"0,8";"15";"20";"5";
"|SKY1|B36_6C";"LEPIDIUM";"16/05/2024";"|SKY1|";"B36";"6";"C";"1.242,00";"LEPIDIUM";"15,00";"1,00";"0,8";"15";"20";"5";
"|SKY1|B36_38C";"LEPIDIUM";"30/05/2024";"|SKY1|";"B36";"38";"C";"2.992,00";"LEPIDIUM";"36,00";"1,00";"0,8";"36";"22";"3";
"|SKY1|B36_37C";"LEPIDIUM";"30/05/2024";"|SKY1|";"B36";"37";"C";"2.924,00";"LEPIDIUM";"36,00";"1,00";"0,8";"36";"22";"3";
"|SKY1|B36_36C";"LEPIDIUM";"30/05/2024";"|SKY1|";"B36";"36";"C";"2.890,00";"LEPIDIUM";"35,00";"1,00";"0,8";"35";"22";"3";
"|SKY1|B36_35C";"LEPIDIUM";"30/05/2024";"|SKY1|";"B36";"35";"C";"2.805,00";"LEPIDIUM";"34,00";"1,00";"0,8";"34";"22";"3";
"|SKY1|B36_34C";"LEPIDIUM";"30/05/2024";"|SKY1|";"B36";"34";"C";"2.805,00";"LEPIDIUM";"34,00";"1,00";"0,8";"34";"22";"3";
"|SKY1|B36_4C";"LEPIDIUM";"16/05/2024";"|SKY1|";"B36";"4";"C";"1.152,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"20";"5";
"|SKY1|B36_20C";"LEPIDIUM";"21/05/2024";"|SKY1|";"B36";"20";"C";"1.932,00";"LEPIDIUM";"23,00";"1,00";"0,8";"23";"21";"4";
"|SKY1|B37_1A";"LEPIDIUM";"15/06/2024";"|SKY1|";"B37";"1";"A";"773,00";"LEPIDIUM";"24,00";"1,00";"0,8";"24";"24";"1";
"|SKY1|B39_8A";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"8";"A";"2.193,00";"LEPIDIUM";"25,00";"1,00";"0,8";"25";"22";"3";
"|SKY1|B39_7A";"LEPIDIUM";"30/05/2024";"|SKY1|";"B39";"7";"A";"2.142,00";"LEPIDIUM";"25,00";"1,00";"0,8";"25";"22";"3";
"|SKY1|B39_6A";"LEPIDIUM";"30/05/2024";"|SKY1|";"B39";"6";"A";"2.163,00";"LEPIDIUM";"25,00";"1,00";"0,8";"25";"22";"3";
"|SKY1|B39_9A";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"9";"A";"1.258,00";"LEPIDIUM";"15,00";"1,00";"0,8";"15";"22";"3";
"|SKY1|B39_5A";"LEPIDIUM";"30/05/2024";"|SKY1|";"B39";"5";"A";"2.176,00";"LEPIDIUM";"25,00";"1,00";"0,8";"25";"22";"3";
"|SKY1|B39_3A";"LEPIDIUM";"30/05/2024";"|SKY1|";"B39";"3";"A";"2.223,00";"LEPIDIUM";"25,00";"1,00";"0,8";"25";"22";"3";
"|SKY1|B39_2A";"LEPIDIUM";"30/05/2024";"|SKY1|";"B39";"2";"A";"2.171,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"22";"3";
"|SKY1|B39_1A";"LEPIDIUM";"30/05/2024";"|SKY1|";"B39";"1";"A";"2.184,00";"LEPIDIUM";"25,00";"1,00";"0,8";"25";"22";"3";
"|SKY1|B39_4B";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"4";"B";"1.343,00";"LEPIDIUM";"16,00";"1,00";"0,8";"16";"22";"3";
"|SKY1|B39_6B";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"6";"B";"1.326,00";"LEPIDIUM";"16,00";"1,00";"0,8";"16";"22";"3";
"|SKY1|B39_3B";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"3";"B";"1.377,00";"LEPIDIUM";"16,00";"1,00";"0,8";"16";"22";"3";
"|SKY1|B39_7B";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"7";"B";"1.309,00";"LEPIDIUM";"16,00";"1,00";"0,8";"16";"22";"3";
"|SKY1|B39_2B";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"2";"B";"1.326,00";"LEPIDIUM";"16,00";"1,00";"0,8";"16";"22";"3";
"|SKY1|B39_8B";"LEPIDIUM";"11/03/2024";"|SKY1|";"B39";"8";"B";"2,00";"LEPIDIUM";"15,00";"1,00";"0,8";"15";"11";"14";
"|SKY1|B39_1B";"LEPIDIUM";"30/05/2024";"|SKY1|";"B39";"1";"B";"1.300,00";"LEPIDIUM";"16,00";"1,00";"0,8";"16";"22";"3";
"|SKY1|B39_5B";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"5";"B";"1.326,00";"LEPIDIUM";"16,00";"1,00";"0,8";"16";"22";"3";
"|SKY1|B39_8B";"LEPIDIUM";"31/05/2024";"|SKY1|";"B39";"8";"B";"1.309,00";"LEPIDIUM";"15,00";"1,00";"0,8";"15";"22";"3";
"|SKY1|B40_1A";"LEPIDIUM";"15/06/2024";"|SKY1|";"B40";"1";"A";"2.652,00";"LEPIDIUM";"31,00";"1,00";"0,8";"31";"24";"1";
"|SKY1|B40_1C";"LEPIDIUM";"15/06/2024";"|SKY1|";"B40";"1";"C";"1.833,00";"LEPIDIUM";"21,00";"1,00";"0,8";"21";"24";"1";
"|SKY1|B40_2C";"LEPIDIUM";"15/06/2024";"|SKY1|";"B40";"2";"C";"2.040,00";"LEPIDIUM";"24,00";"1,00";"0,8";"24";"24";"1";
"|SKY1|B40_3C";"LEPIDIUM";"15/06/2024";"|SKY1|";"B40";"3";"C";"1.989,00";"LEPIDIUM";"24,00";"1,00";"0,8";"24";"24";"1";
"|SKY2|B01_16A";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"16";"A";"2.159,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"17";"8";
"|SKY2|B01_19A";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"19";"A";"2.142,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"17";"8";
"|SKY2|B01_20A";"LEPIDIUM";"25/04/2024";"|SKY2|";"B01";"20";"A";"2.142,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"17";"8";
"|SKY2|B01_22A";"LEPIDIUM";"25/04/2024";"|SKY2|";"B01";"22";"A";"2.176,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"17";"8";
"|SKY2|B01_21A";"LEPIDIUM";"25/04/2024";"|SKY2|";"B01";"21";"A";"2.142,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"17";"8";
"|SKY2|B01_15A";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"15";"A";"2.176,00";"LEPIDIUM";"25,00";"1,00";"0,8";"25";"17";"8";
"|SKY2|B01_23A";"LEPIDIUM";"25/04/2024";"|SKY2|";"B01";"23";"A";"2.142,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"17";"8";
"|SKY2|B01_11A";"LEPIDIUM";"3/04/2024";"|SKY2|";"B01";"11";"A";"1.904,00";"LEPIDIUM";"23,00";"1,00";"0,8";"23";"14";"11";
"|SKY2|B01_14A";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"14";"A";"2.142,00";"LEPIDIUM";"25,00";"1,00";"0,8";"25";"17";"8";
"|SKY2|B01_13A";"LEPIDIUM";"16/04/2024";"|SKY2|";"B01";"13";"A";"1.674,00";"LEPIDIUM";"24,00";"1,00";"0,8";"24";"16";"9";
"|SKY2|B01_24A";"LEPIDIUM";"25/04/2024";"|SKY2|";"B01";"24";"A";"2.108,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"17";"8";
"|SKY2|B01_17A";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"17";"A";"2.159,00";"LEPIDIUM";"26,00";"1,00";"0,8";"26";"17";"8";
"|SKY2|B01_14B";"LEPIDIUM";"23/04/2024";"|SKY2|";"B01";"14";"B";"2.567,00";"LEPIDIUM";"31,00";"1,00";"0,8";"31";"17";"8";
"|SKY2|B01_13B";"LEPIDIUM";"23/04/2024";"|SKY2|";"B01";"13";"B";"2.652,00";"LEPIDIUM";"31,00";"1,00";"0,8";"31";"17";"8";
"|SKY2|B01_12B";"LEPIDIUM";"5/04/2024";"|SKY2|";"B01";"12";"B";"687,00";"LEPIDIUM";"27,00";"1,00";"0,8";"27";"14";"11";
"|SKY2|B01_11B";"LEPIDIUM";"23/04/2024";"|SKY2|";"B01";"11";"B";"2.295,00";"LEPIDIUM";"27,00";"1,00";"0,8";"27";"17";"8";
"|SKY2|B01_15B";"LEPIDIUM";"23/04/2024";"|SKY2|";"B01";"15";"B";"2.703,00";"LEPIDIUM";"31,00";"1,00";"0,8";"31";"17";"8";
"|SKY2|B01_16B";"LEPIDIUM";"23/04/2024";"|SKY2|";"B01";"16";"B";"2.516,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"17";"8";
"|SKY2|B01_10B";"LEPIDIUM";"23/04/2024";"|SKY2|";"B01";"10";"B";"2.332,00";"LEPIDIUM";"27,00";"1,00";"0,8";"27";"17";"8";
"|SKY2|B01_20B";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"20";"B";"2.533,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"17";"8";
"|SKY2|B01_18B";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"18";"B";"2.567,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"17";"8";
"|SKY2|B01_9B";"LEPIDIUM";"23/04/2024";"|SKY2|";"B01";"9";"B";"2.261,00";"LEPIDIUM";"27,00";"1,00";"0,8";"27";"17";"8";
"|SKY2|B01_8B";"LEPIDIUM";"4/04/2024";"|SKY2|";"B01";"8";"B";"1.357,00";"LEPIDIUM";"27,00";"1,00";"0,8";"27";"14";"11";
"|SKY2|B01_29B";"LEPIDIUM";"26/04/2024";"|SKY2|";"B01";"29";"B";"2.619,00";"LEPIDIUM";"31,00";"1,00";"0,8";"31";"17";"8";
"|SKY2|B01_17B";"LEPIDIUM";"10/04/2024";"|SKY2|";"B01";"17";"B";"2.550,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"15";"10";
"|SKY2|B01_26B";"LEPIDIUM";"26/04/2024";"|SKY2|";"B01";"26";"B";"2.602,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"17";"8";
"|SKY2|B01_25B";"LEPIDIUM";"26/04/2024";"|SKY2|";"B01";"25";"B";"2.585,00";"LEPIDIUM";"31,00";"1,00";"0,8";"31";"17";"8";
"|SKY2|B01_7B";"LEPIDIUM";"4/04/2024";"|SKY2|";"B01";"7";"B";"1.377,00";"LEPIDIUM";"27,00";"1,00";"0,8";"27";"14";"11";
"|SKY2|B01_24B";"LEPIDIUM";"25/04/2024";"|SKY2|";"B01";"24";"B";"2.533,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"17";"8";
"|SKY2|B01_21B";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"21";"B";"2.499,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"17";"8";
"|SKY2|B01_19B";"LEPIDIUM";"24/04/2024";"|SKY2|";"B01";"19";"B";"2.550,00";"LEPIDIUM";"30,00";"1,00";"0,8";"30";"17";"8";
"|SKY2|B01_25C";"LEPIDIUM";"17/04/2024";"|SKY2|";"B01";"25";"C";"2.346,00";"LEPIDIUM";"28,00";"1,00";"0,8";"28";"16";"9";
"|SKY2|B01_24C";"LEPIDIUM";"17/04/2024";"|SKY2|";"B01";"24";"C";"2.380,00";"LEPIDIUM";"28,00";"1,00";"0,8";"28";"16";"9";
"|SKY2|B01_27C";"LEPIDIUM";"17/04/2024";"|SKY2|";"B01";"27";"C";"2.380,00";"LEPIDIUM";"28,00";"1,00";"0,8";"28";"16";"9";
"|SKY2|B01_28C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B01";"28";"C";"1.200,00";"LEPIDIUM";"11,00";"1,00";"0,8";"11";"16";"9";
"|SKY2|B01_29C";"LEPIDIUM";"17/04/2024";"|SKY2|";"B01";"29";"C";"884,00";"LEPIDIUM";"11,00";"1,00";"0,8";"11";"16";"9";
"|SKY2|B01_30C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B01";"30";"C";"1.200,00";"LEPIDIUM";"11,00";"1,00";"0,8";"11";"16";"9";
"|SKY2|B01_26C";"LEPIDIUM";"17/04/2024";"|SKY2|";"B01";"26";"C";"2.363,00";"LEPIDIUM";"28,00";"1,00";"0,8";"28";"16";"9";
"|SKY2|B02_7C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"7";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_8C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"8";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_5C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"5";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_9C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"9";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_6C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"6";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_50C";"LEPIDIUM";"19/04/2024";"|SKY2|";"B02";"50";"C";"600,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_11C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"11";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_2C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"2";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_30C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"30";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_31C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"31";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_32C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"32";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_34C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"34";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_35C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"35";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_36C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"36";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_37C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"37";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_38C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"38";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_39C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"39";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_3C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"3";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_40C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"40";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_41C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"41";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_42C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"42";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_43C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"43";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_44C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"44";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_45C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"45";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_48C";"LEPIDIUM";"19/04/2024";"|SKY2|";"B02";"48";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_49C";"LEPIDIUM";"19/04/2024";"|SKY2|";"B02";"49";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_29C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"29";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_28C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"28";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_33C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"33";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_19C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"19";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_12C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"12";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_13C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"13";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_14C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"14";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_15C";"LEPIDIUM";"17/04/2024";"|SKY2|";"B02";"15";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_16C";"LEPIDIUM";"17/04/2024";"|SKY2|";"B02";"16";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_17C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"17";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_18C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"18";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_1C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"1";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_20C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"20";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_21C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"21";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_22C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"22";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_51C";"LEPIDIUM";"19/04/2024";"|SKY2|";"B02";"51";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_23C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"23";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_24C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"24";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_4C";"LEPIDIUM";"16/04/2024";"|SKY2|";"B02";"4";"C";"700,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_25C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"25";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_26C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"26";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B02_27C";"LEPIDIUM";"18/04/2024";"|SKY2|";"B02";"27";"C";"1.200,00";"LEPIDIUM";"14,00";"1,00";"0,8";"14";"16";"9";
"|SKY2|B03_18A";"LEPIDIUM";"17/05/2024";"|SKY2|";"B03";"18";"A";"646,00";"LEPIDIUM";"7,00";"1,00";"0,8";"7";"20";"5";
"|SKY2|B03_8A";"LEPIDIUM";"15/05/2024";"|SKY2|";"B03";"8";"A";"1,00";"LEPIDIUM";"12,00";"1,00";"0,8";"12";"20";"5";
"|SKY2|B03_20A";"LEPIDIUM";"17/05/2024";"|SKY2|";"B03";"20";"A";"493,00";"LEPIDIUM";"6,00";"1,00";"0,8";"6";"20";"5";
"|SKY2|B03_5A";"LEPIDIUM";"17/05/2024";"|SKY2|";"B03";"5";"A";"918,00";"LEPIDIUM";"15,00";"1,00";"0,8";"15";"20";"5";
"|SKY2|B03_14A";"LEPIDIUM";"17/05/2024";"|SKY2|";"B03";"14";"A";"629,00";"LEPIDIUM";"7,00";"1,00";"0,8";"7";"20";"5";
"|SKY2|B03_6A";"LEPIDIUM";"15/05/2024";"|SKY2|";"B03";"6";"A";"1,00";"LEPIDIUM";"15,00";"1,00";"0,8";"15";"20";"5";
"|SKY2|B03_16A";"LEPIDIUM";"17/05/2024";"|SKY2|";"B03";"16";"A";"646,00";"LEPIDIUM";"7,00";"1,00";"0,8";"7";"20";"5";
"|SKY2|B03_13A";"LEPIDIUM";"17/05/2024";"|SKY2|";"B03";"13";"A";"629,00";"LEPIDIUM";"8,00";"1,00";"0,8";"8";"20";"5";
"|SKY2|B03_7A";"LEPIDIUM";"17/05/2024";"|SKY2|";"B03";"7";"A";"2,00";"LEPIDIUM";"12,00";"1,00";"0,8";"12";"20";"5";
"|SKY2|B03_19A";"LEPIDIUM";"17/05/2024";"|SKY2|";"B03";"19";"A";"612,00";"LEPIDIUM";"7,00";"1,00";"0,8";"7";"20";"5";
"|SKY2|B03_17A";"LEPIDIUM";"16/05/2024";"|SKY2|";"B03";"17";"A";"629,00";"LEPIDIUM";"7,00";"1,00";"0,8";"7";"20";"5";
