"Codigo_qr";"Nombre de la variedad";"Fecha_siembra";"Sede";"Bloque";"Cama";"Lado";"Total sembrado";"Tipo";"Largo";"Ancho";"Productividad";"Metros cuadrados";"Sem_Siem";"Edad en semanas";
"|SKY2|B05_5A";"";"3/01/2024";"|SKY2|";"B05";"5";"A";"2.122,00";"DIANTHUS";"34,00";"1,00";"0,8";"34";"1";"24";
"|SKY2|B05_2A";"";"7/11/2023";"|SKY2|";"B05";"2";"A";"704,00";"DIANTHUS";"14,00";"1,00";"0,8";"14";"45";"-20";
"|SKY1|B32_18A";"VICENT CHOICE";"12/06/2024";"|SKY1|";"B32";"18";"A";"955,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_8A";"VICENT FRESH";"14/06/2024";"|SKY1|";"B32";"8";"A";"960,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_17A";"VICENT CHOICE";"12/06/2024";"|SKY1|";"B32";"17";"A";"962,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_8A";"VICENT CHOICE";"14/06/2024";"|SKY1|";"B32";"8";"A";"960,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_14A";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B32";"14";"A";"962,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_7A";"VICENT FRESH";"14/06/2024";"|SKY1|";"B32";"7";"A";"940,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_15A";"VICENT CHOICE";"12/06/2024";"|SKY1|";"B32";"15";"A";"994,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_9A";"VICENT FRESH";"14/06/2024";"|SKY1|";"B32";"9";"A";"955,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_16A";"VICENT CHOICE";"12/06/2024";"|SKY1|";"B32";"16";"A";"942,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_12A";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B32";"12";"A";"960,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_11A";"VICENT FRESH";"14/06/2024";"|SKY1|";"B32";"11";"A";"230,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_10A";"VICENT FRESH";"14/06/2024";"|SKY1|";"B32";"10";"A";"955,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_13A";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B32";"13";"A";"994,00";"GIRASOL";"30,00";"1,00";"0,5";"30";"24";"1";
"|SKY1|B32_2B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B32";"2";"B";"1.001,00";"GIRASOL";"31,00";"1,00";"0,5";"31";"24";"1";
"|SKY1|B32_1B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B32";"1";"B";"1.007,00";"GIRASOL";"31,00";"1,00";"0,5";"31";"24";"1";
"|SKY1|B32_4B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B32";"4";"B";"994,00";"GIRASOL";"31,00";"1,00";"0,5";"31";"24";"1";
"|SKY1|B32_5B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B32";"5";"B";"1.001,00";"GIRASOL";"31,00";"1,00";"0,5";"31";"24";"1";
"|SKY1|B32_8B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B32";"8";"B";"1.007,00";"GIRASOL";"32,00";"1,00";"0,5";"32";"24";"1";
"|SKY1|B32_7B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B32";"7";"B";"936,00";"GIRASOL";"32,00";"1,00";"0,5";"32";"24";"1";
"|SKY1|B32_6B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B32";"6";"B";"1.014,00";"GIRASOL";"32,00";"1,00";"0,5";"32";"24";"1";
"|SKY1|B32_3B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B32";"3";"B";"994,00";"GIRASOL";"31,00";"1,00";"0,5";"31";"24";"1";
"|SKY1|B32_9B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B32";"9";"B";"1.007,00";"GIRASOL";"32,00";"1,00";"0,5";"32";"24";"1";
"|SKY1|B33_1A";"VICENT FRESH";"14/06/2024";"|SKY1|";"B33";"1";"A";"1.144,00";"GIRASOL";"35,00";"1,00";"0,5";"35";"24";"1";
"|SKY1|B33_2A";"VICENT FRESH";"14/06/2024";"|SKY1|";"B33";"2";"A";"1.150,00";"GIRASOL";"35,00";"1,00";"0,5";"35";"24";"1";
"|SKY1|B36_20A";"VICENT CHOICE";"30/05/2024";"|SKY1|";"B36";"20";"A";"2.669,00";"GIRASOL";"31,00";"1,00";"0,5";"31";"22";"3";
"|SKY1|B36_19A";"VICENT CHOICE";"30/05/2024";"|SKY1|";"B36";"19";"A";"2.652,00";"GIRASOL";"31,00";"1,00";"0,5";"31";"22";"3";
"|SKY1|B37_5A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"5";"A";"900,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"25";"0";
"|SKY1|B37_4A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"4";"A";"890,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"25";"0";
"|SKY1|B37_2A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"2";"A";"840,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"25";"0";
"|SKY1|B37_8A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"8";"A";"897,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"25";"0";
"|SKY1|B37_10A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"10";"A";"890,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"25";"0";
"|SKY1|B37_6A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"6";"A";"884,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"25";"0";
"|SKY1|B37_7A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"7";"A";"916,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"25";"0";
"|SKY1|B37_9A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"9";"A";"897,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"25";"0";
"|SKY1|B37_3A";"VICENT FRESH";"20/06/2024";"|SKY1|";"B37";"3";"A";"910,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"25";"0";
"|SKY1|B37_10B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B37";"10";"B";"851,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"24";"1";
"|SKY1|B37_11B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B37";"11";"B";"852,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"24";"1";
"|SKY1|B37_4B";"VICENT CHOICE";"12/06/2024";"|SKY1|";"B37";"4";"B";"852,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"24";"1";
"|SKY1|B37_9B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B37";"9";"B";"851,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"24";"1";
"|SKY1|B37_3B";"VICENT CHOICE";"12/06/2024";"|SKY1|";"B37";"3";"B";"845,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"24";"1";
"|SKY1|B37_7B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B37";"7";"B";"845,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"24";"1";
"|SKY1|B37_6B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B37";"6";"B";"865,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"24";"1";
"|SKY1|B37_12B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B37";"12";"B";"833,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"24";"1";
"|SKY1|B37_1B";"VICENT CHOICE";"12/06/2024";"|SKY1|";"B37";"1";"B";"832,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"24";"1";
"|SKY1|B37_5B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B37";"5";"B";"845,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"24";"1";
"|SKY1|B37_2B";"VICENT CHOICE";"12/06/2024";"|SKY1|";"B37";"2";"B";"819,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"24";"1";
"|SKY1|B37_8B";"VICENT CHOICE";"13/06/2024";"|SKY1|";"B37";"8";"B";"851,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"24";"1";
"|SKY1|B38_9A";"VICENT FRESH";"15/06/2024";"|SKY1|";"B38";"9";"A";"720,00";"GIRASOL";"21,00";"1,00";"0,5";"21";"24";"1";
"|SKY1|B38_15A";"VICENT FRESH";"15/06/2024";"|SKY1|";"B38";"15";"A";"669,00";"GIRASOL";"20,00";"1,00";"0,5";"20";"24";"1";
"|SKY1|B38_30A";"VICENT CHOICE";"29/05/2024";"|SKY1|";"B38";"30";"A";"943,00";"GIRASOL";"29,00";"1,00";"0,5";"29";"22";"3";
"|SKY1|B38_37A";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"37";"A";"371,00";"GIRASOL";"11,00";"1,00";"0,5";"11";"23";"2";
"|SKY1|B38_14A";"VICENT FRESH";"15/06/2024";"|SKY1|";"B38";"14";"A";"656,00";"GIRASOL";"20,00";"1,00";"0,5";"20";"24";"1";
"|SKY1|B38_11A";"VICENT FRESH";"15/06/2024";"|SKY1|";"B38";"11";"A";"617,00";"GIRASOL";"23,00";"1,00";"0,5";"23";"24";"1";
"|SKY1|B38_10A";"VICENT FRESH";"15/06/2024";"|SKY1|";"B38";"10";"A";"750,00";"GIRASOL";"22,00";"1,00";"0,5";"22";"24";"1";
"|SKY1|B38_25A";"VICENT CHOICE";"3/05/2024";"|SKY1|";"B38";"25";"A";"910,00";"GIRASOL";"26,00";"1,00";"0,5";"26";"18";"7";
"|SKY1|B38_26A";"VICENT CHOICE";"3/05/2024";"|SKY1|";"B38";"26";"A";"595,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"18";"7";
"|SKY1|B38_26A";"VICENT CHOICE";"6/05/2024";"|SKY1|";"B38";"26";"A";"329,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"19";"6";
"|SKY1|B38_27A";"VICENT CHOICE";"6/05/2024";"|SKY1|";"B38";"27";"A";"210,00";"GIRASOL";"27,00";"1,00";"0,5";"27";"19";"6";
"|SKY1|B38_29A";"VICENT CHOICE";"29/05/2024";"|SKY1|";"B38";"29";"A";"930,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"22";"3";
"|SKY1|B38_28A";"VICENT CHOICE";"23/05/2024";"|SKY1|";"B38";"28";"A";"625,00";"GIRASOL";"28,00";"1,00";"0,5";"28";"21";"4";
"|SKY1|B38_31A";"VICENT CHOICE";"29/05/2024";"|SKY1|";"B38";"31";"A";"208,00";"GIRASOL";"6,00";"1,00";"0,5";"6";"22";"3";
"|SKY1|B38_32A";"VICENT CHOICE";"30/05/2024";"|SKY1|";"B38";"32";"A";"195,00";"GIRASOL";"7,00";"1,00";"0,5";"7";"22";"3";
"|SKY1|B38_33A";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"33";"A";"293,00";"GIRASOL";"9,00";"1,00";"0,5";"9";"23";"2";
"|SKY1|B38_34A";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"34";"A";"306,00";"GIRASOL";"9,00";"1,00";"0,5";"9";"23";"2";
"|SKY1|B38_35A";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"35";"A";"635,00";"GIRASOL";"9,00";"1,00";"0,5";"9";"23";"2";
"|SKY1|B38_36A";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"36";"A";"332,00";"GIRASOL";"10,00";"1,00";"0,5";"10";"23";"2";
"|SKY1|B38_3B";"VICENT CHOICE";"29/05/2024";"|SKY1|";"B38";"3";"B";"774,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"22";"3";
"|SKY1|B38_4B";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"4";"B";"780,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"23";"2";
"|SKY1|B38_1B";"VICENT CHOICE";"29/05/2024";"|SKY1|";"B38";"1";"B";"774,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"22";"3";
"|SKY1|B38_2B";"VICENT CHOICE";"29/05/2024";"|SKY1|";"B38";"2";"B";"780,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"22";"3";
"|SKY1|B38_5B";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"5";"B";"774,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"23";"2";
"|SKY1|B38_7B";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"7";"B";"774,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"23";"2";
"|SKY1|B38_8B";"VICENT CHOICE";"11/06/2024";"|SKY1|";"B38";"8";"B";"514,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"24";"1";
"|SKY1|B38_6B";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"6";"B";"786,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"23";"2";
"|SKY1|B38_8B";"VICENT CHOICE";"4/06/2024";"|SKY1|";"B38";"8";"B";"260,00";"GIRASOL";"24,00";"1,00";"0,5";"24";"23";"2";
"|SKY4|B03_23A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"23";"A";"826,00";"GIRASOL";"11,00";"1,20";"0,5";"13";"24";"1";
"|SKY4|B03_24A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"24";"A";"986,00";"GIRASOL";"14,90";"1,20";"0,5";"18";"24";"1";
"|SKY4|B03_25A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"25";"A";"853,00";"GIRASOL";"16,30";"1,20";"0,5";"20";"24";"1";
"|SKY4|B03_26A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"26";"A";"853,00";"GIRASOL";"2,40";"1,20";"0,5";"3";"24";"1";
"|SKY4|B03_27A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"27";"A";"853,00";"GIRASOL";"7,20";"1,20";"0,5";"9";"24";"1";
"|SKY4|B03_28A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"28";"A";"853,00";"GIRASOL";"4,80";"1,20";"0,5";"6";"24";"1";
"|SKY4|B03_9A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"9";"A";"800,00";"GIRASOL";"11,20";"1,20";"0,5";"13";"24";"1";
"|SKY4|B03_8A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"8";"A";"800,00";"GIRASOL";"11,50";"1,20";"0,5";"14";"24";"1";
"|SKY4|B03_7A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"7";"A";"1.253,00";"GIRASOL";"6,00";"1,20";"0,5";"7";"24";"1";
"|SKY4|B03_5A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"5";"A";"800,00";"GIRASOL";"8,30";"1,20";"0,5";"10";"24";"1";
"|SKY4|B03_4A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"4";"A";"800,00";"GIRASOL";"8,00";"1,20";"0,5";"10";"24";"1";
"|SKY4|B03_34A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"34";"A";"533,00";"GIRASOL";"20,00";"1,20";"0,5";"24";"24";"1";
"|SKY4|B03_33A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"33";"A";"533,00";"GIRASOL";"17,00";"1,20";"0,5";"20";"24";"1";
"|SKY4|B03_32A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"32";"A";"853,00";"GIRASOL";"17,00";"1,20";"0,5";"20";"24";"1";
"|SKY4|B03_31A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"31";"A";"853,00";"GIRASOL";"13,60";"1,20";"0,5";"16";"24";"1";
"|SKY4|B03_30A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"30";"A";"853,00";"GIRASOL";"6,80";"1,20";"0,5";"8";"24";"1";
"|SKY4|B03_6A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"6";"A";"1.111,00";"GIRASOL";"30,00";"1,20";"0,5";"36";"24";"1";
"|SKY4|B03_22A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"22";"A";"1.173,00";"GIRASOL";"7,00";"1,20";"0,5";"8";"24";"1";
"|SKY4|B03_3A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"3";"A";"667,00";"GIRASOL";"7,00";"1,20";"0,5";"8";"24";"1";
"|SKY4|B03_21A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"21";"A";"1.066,00";"GIRASOL";"16,90";"1,20";"0,5";"20";"24";"1";
"|SKY4|B03_10A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"10";"A";"800,00";"GIRASOL";"11,40";"1,20";"0,5";"14";"24";"1";
"|SKY4|B03_11A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"11";"A";"800,00";"GIRASOL";"10,40";"1,20";"0,5";"12";"24";"1";
"|SKY4|B03_12A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"12";"A";"800,00";"GIRASOL";"11,40";"1,20";"0,5";"14";"24";"1";
"|SKY4|B03_2A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"2";"A";"374,00";"GIRASOL";"10,00";"1,20";"0,5";"12";"24";"1";
"|SKY4|B03_14A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"14";"A";"1.386,00";"GIRASOL";"13,90";"1,20";"0,5";"17";"24";"1";
"|SKY4|B03_15A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"15";"A";"1.386,00";"GIRASOL";"14,30";"1,20";"0,5";"17";"24";"1";
"|SKY4|B03_13A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"13";"A";"1.066,00";"GIRASOL";"11,80";"1,20";"0,5";"14";"24";"1";
"|SKY4|B03_17A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"17";"A";"1.440,00";"GIRASOL";"12,60";"1,20";"0,5";"15";"24";"1";
"|SKY4|B03_18A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"18";"A";"1.440,00";"GIRASOL";"14,30";"1,20";"0,5";"17";"24";"1";
"|SKY4|B03_19A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"19";"A";"1.440,00";"GIRASOL";"15,20";"1,20";"0,5";"18";"24";"1";
"|SKY4|B03_1A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"1";"A";"800,00";"GIRASOL";"4,70";"1,20";"0,5";"6";"24";"1";
"|SKY4|B03_20A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"20";"A";"1.173,00";"GIRASOL";"15,80";"1,20";"0,5";"19";"24";"1";
"|SKY4|B03_16A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"16";"A";"1.386,00";"GIRASOL";"4,00";"1,20";"0,5";"5";"24";"1";
"|SKY4|B03_29A";"VICENT FRESH";"14/06/2024";"|SKY4|";"B03";"29";"A";"853,00";"GIRASOL";"8,40";"1,20";"0,5";"10";"24";"1";
"|SKY4|B04_43A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"43";"A";"960,00";"GIRASOL";"26,60";"1,20";"0,5";"32";"22";"3";
"|SKY4|B04_44A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"44";"A";"1.253,00";"GIRASOL";"25,70";"1,20";"0,5";"31";"22";"3";
"|SKY4|B04_45A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"45";"A";"906,00";"GIRASOL";"24,30";"1,20";"0,5";"29";"22";"3";
"|SKY4|B04_46A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"46";"A";"826,00";"GIRASOL";"24,40";"1,20";"0,5";"29";"22";"3";
"|SKY4|B04_47A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"47";"A";"826,00";"GIRASOL";"22,90";"1,20";"0,5";"27";"22";"3";
"|SKY4|B04_28A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"28";"A";"800,00";"GIRASOL";"27,90";"1,20";"0,5";"33";"22";"3";
"|SKY4|B04_21A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"21";"A";"800,00";"GIRASOL";"12,60";"1,20";"0,5";"15";"22";"3";
"|SKY4|B04_29A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"29";"A";"1.043,00";"GIRASOL";"27,90";"1,20";"0,5";"33";"22";"3";
"|SKY4|B04_2A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"2";"A";"933,00";"GIRASOL";"17,40";"1,20";"0,5";"21";"22";"3";
"|SKY4|B04_30A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"30";"A";"800,00";"GIRASOL";"30,10";"1,20";"0,5";"36";"22";"3";
"|SKY4|B04_27A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"27";"A";"800,00";"GIRASOL";"22,00";"1,20";"0,5";"26";"22";"3";
"|SKY4|B04_31A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"31";"A";"800,00";"GIRASOL";"11,30";"1,20";"0,5";"14";"22";"3";
"|SKY4|B04_32A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"32";"A";"800,00";"GIRASOL";"25,40";"1,20";"0,5";"30";"22";"3";
"|SKY4|B04_33A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"33";"A";"800,00";"GIRASOL";"26,50";"1,20";"0,5";"32";"22";"3";
"|SKY4|B04_34A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"34";"A";"800,00";"GIRASOL";"25,90";"1,20";"0,5";"31";"22";"3";
"|SKY4|B04_35A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"35";"A";"800,00";"GIRASOL";"10,90";"1,20";"0,5";"13";"22";"3";
"|SKY4|B04_36A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"36";"A";"800,00";"GIRASOL";"15,60";"1,20";"0,5";"19";"22";"3";
"|SKY4|B04_37A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"37";"A";"800,00";"GIRASOL";"12,00";"1,20";"0,5";"14";"22";"3";
"|SKY4|B04_38A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"38";"A";"879,00";"GIRASOL";"14,00";"1,20";"0,5";"17";"22";"3";
"|SKY4|B04_39A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"39";"A";"1.066,00";"GIRASOL";"12,70";"1,20";"0,5";"15";"22";"3";
"|SKY4|B04_3A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"3";"A";"933,00";"GIRASOL";"16,50";"1,20";"0,5";"20";"22";"3";
"|SKY4|B04_40A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"40";"A";"1.360,00";"GIRASOL";"26,20";"1,20";"0,5";"31";"22";"3";
"|SKY4|B04_48A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"48";"A";"720,00";"GIRASOL";"23,60";"1,20";"0,5";"28";"22";"3";
"|SKY4|B04_41A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"41";"A";"1.890,00";"GIRASOL";"27,00";"1,20";"0,5";"32";"22";"3";
"|SKY4|B04_26A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"26";"A";"800,00";"GIRASOL";"22,90";"1,20";"0,5";"27";"22";"3";
"|SKY4|B04_25A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"25";"A";"800,00";"GIRASOL";"12,70";"1,20";"0,5";"15";"22";"3";
"|SKY4|B04_42A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"42";"A";"2.068,00";"GIRASOL";"26,80";"1,20";"0,5";"32";"22";"3";
"|SKY4|B04_24A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"24";"A";"800,00";"GIRASOL";"13,70";"1,20";"0,5";"16";"22";"3";
"|SKY4|B04_23A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"23";"A";"800,00";"GIRASOL";"30,70";"1,20";"0,5";"37";"22";"3";
"|SKY4|B04_22A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"22";"A";"800,00";"GIRASOL";"12,00";"1,20";"0,5";"14";"22";"3";
"|SKY4|B04_20A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"20";"A";"800,00";"GIRASOL";"12,30";"1,20";"0,5";"15";"22";"3";
"|SKY4|B04_95A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"95";"A";"800,00";"GIRASOL";"19,20";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_6A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"6";"A";"613,00";"GIRASOL";"15,10";"1,20";"0,5";"18";"22";"3";
"|SKY4|B04_4A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"4";"A";"906,00";"GIRASOL";"16,10";"1,20";"0,5";"19";"22";"3";
"|SKY4|B04_77A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"77";"A";"733,00";"GIRASOL";"9,20";"1,20";"0,5";"11";"23";"2";
"|SKY4|B04_78A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"78";"A";"533,00";"GIRASOL";"10,30";"1,20";"0,5";"12";"23";"2";
"|SKY4|B04_79A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"79";"A";"1.066,00";"GIRASOL";"12,70";"1,20";"0,5";"15";"23";"2";
"|SKY4|B04_7A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"7";"A";"613,00";"GIRASOL";"6,30";"1,20";"0,5";"8";"22";"3";
"|SKY4|B04_80A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"80";"A";"1.066,00";"GIRASOL";"14,90";"1,20";"0,5";"18";"23";"2";
"|SKY4|B04_81A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"81";"A";"667,00";"GIRASOL";"18,00";"1,20";"0,5";"22";"23";"2";
"|SKY4|B04_82A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"82";"A";"667,00";"GIRASOL";"20,40";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_83A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"83";"A";"667,00";"GIRASOL";"22,40";"1,20";"0,5";"27";"23";"2";
"|SKY4|B04_84A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"84";"A";"667,00";"GIRASOL";"20,00";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_85A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"85";"A";"667,00";"GIRASOL";"19,90";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_86A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"86";"A";"1.333,00";"GIRASOL";"19,00";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_87A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"87";"A";"800,00";"GIRASOL";"19,20";"1,20";"0,5";"23";"23";"2";
